# Files Changed in Phase T1

| File Path | Bytes | SHA-256 |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/05-pytest-mutation.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/05-pytest-mutation.txt` | 1839 | `sha256:14571f0857ab4edcdc97310e6c821db39c3a6a0fdf7219640deca94a97c0eaf6` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/06-subprocess-scan.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/06-subprocess-scan.txt` | 2897 | `sha256:695813415d3d27585eddc26b62c528a28bea06121c7bbd2de341fc2665d1572a` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/07-stage-modules.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/07-stage-modules.txt` | 1079 | `sha256:1ddbd056612641ad2267ef5198840b2dfd7f1b75cbdf260860a239af3283bdf4` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/08-portabilidade.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/08-portabilidade.txt` | 6442 | `sha256:af5b91aa32de0b4e914120bee7a11c69640db47852e16bf0f3b217325bda573c` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/09-verificador-readonly.att2.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/09-verificador-readonly.att2.txt` | 2905 | `sha256:9d1668efb6729007fb9aef32765b37bde0d36d6bae5e4ef39bad87664bc5f78d` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/09-verificador-readonly.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/09-verificador-readonly.txt` | 2905 | `sha256:dda0f5dcecba932852a7e6836beec990da5e18da904222be66917814e1cc0768` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/10-corte-duplo.att2.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/10-corte-duplo.att2.txt` | 1846 | `sha256:1f534edf5cf656a516f838ff1292bedf4f4ee46458702d28bedd519830f41c36` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/10-corte-duplo.att3.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/10-corte-duplo.att3.txt` | 1846 | `sha256:7cbabc8e6a642d340c6c89a1ca6795c16b15995d1dafaa77a80ce1be676a4860` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/10-corte-duplo.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/10-corte-duplo.txt` | 1413 | `sha256:bf1e4ddc7ce92e365e38e69781217ec128b1fd50c302a769e159ee66dfe14396` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/11-dashboard-superficie.att2.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/11-dashboard-superficie.att2.txt` | 3057 | `sha256:0e58872c7241071a24f7562cea546e589ce3dfa75b3ba889cc07929feb4c7d09` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/11-dashboard-superficie.att3.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/11-dashboard-superficie.att3.txt` | 4009 | `sha256:e4a365bc30f757a684a9c68e4bbf6764e6cd4d696da535819c68d0f2ff252ad2` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/11-dashboard-superficie.stderr.txt` | 1125 | `sha256:9d31a894193bc948e19289988ca1c6f4d0669c697c93bc1a9b01c5548b23b356` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/11-dashboard-superficie.txt` | 119 | `sha256:20b562531fad627d431f7cbfac7fa5f91462f04c41b71a6b9630bbb97843c206` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/12-ci-e-branches.att2.stderr.txt` | 1713 | `sha256:373eb4d2ff85634fa0a0a741553deb8935a99d0b86175d5fbade632d58d3feae` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/12-ci-e-branches.att2.txt` | 7701 | `sha256:e8387285b6549f7ce96c6ce2dd56f4fabc9502e642974ef98ce6b41db2cbe5ce` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/12-ci-e-branches.stderr.txt` | 1851 | `sha256:5d5a0f2057bbd999fbc9323c85a9c4b6f2d0a4d29836148df3d6dcbd7e62c874` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/12-ci-e-branches.txt` | 2746 | `sha256:15872cbc0cc2dc6fc264c042ae2bae0bff61a1b83aa0be2ad2fbcfc079ad71b1` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/13-git-diff-final.stderr.txt` | 941 | `sha256:218777472c966d815d3727b1a56c57ca0455adeec7c99590503d5e85df6b8091` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/13-git-diff-final.txt` | 2700 | `sha256:a8b9ac193137a6871894f3bc96a4c50ac3b9d0b4f72fd34db15b7a41355c5307` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/14-mutacao-cobertura.att2.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/14-mutacao-cobertura.att2.txt` | 5353 | `sha256:6ad769fd57f32f3143c100b991714d64d9fbd26c70b3abf26eafe4ee169c011c` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/14-mutacao-cobertura.att3.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/14-mutacao-cobertura.att3.txt` | 5343 | `sha256:3871e261c3ae73544d5e8737b25598cb9443d75f080532fad5d3986854e126f2` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/14-mutacao-cobertura.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/14-mutacao-cobertura.txt` | 4773 | `sha256:ba78d02c468d26487c75015f3f5a420e1e4c30543a891661360af85393b73867` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/15-manifesto-checkout-limpo.stderr.txt` | 7083 | `sha256:7275c00274c6d0228806a0133e242f986afd7ffeeb4a89fc5c482f4a523030b8` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/15-manifesto-checkout-limpo.txt` | 3682 | `sha256:c23afcfad9b6597c1effb783cd8927c090c30ff6025f481b6b39b449538ea284` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/90-inventario.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/90-inventario.txt` | 9950 | `sha256:88a057ac05125fa60d3c950e0ed6644ac68aa4aab4c6cd32c029cfb7714c8d5f` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/evidencias/pytest.xml` | 62902 | `sha256:1e496178e58eda4cf70c9e6b53b92bc329e5923354c9a094d1549e4278eb08c6` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/scratch/.seq_state` | 2 | `sha256:b7a56873cd771f2c446d369b649430b65a756ba278ff97ec81bb6f55b2e73569` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/scratch/h01.py` | 2842 | `sha256:a010d1b6556479665f808c06cdee21a3254041feb856053459c2cefc36810b26` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/scratch/h02.py` | 4010 | `sha256:845436a506378c6d4057345b302cc85ee81c2e3d16d8ea27ba90dfb61abba847` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/scratch/h03.py` | 8114 | `sha256:c559d790abe68ca4dfd09f80954d941965d75c800e7bc40e24ff127c9a362bc3` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/scratch/h04.py` | 4936 | `sha256:20186f640bfe68ae45d3dc867f96d427cf43aeaba7808b9ffb5fb3a220f18ab2` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/scratch/h05.py` | 7101 | `sha256:74b949fa221b6301a3a481f5c2bed086b9e81c6e0661bbae4f7e26c7c5bd795f` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/scratch/h06.py` | 9775 | `sha256:8a4835ef995d6870499d5fa27d0f0f946977b716977f5e2b010722de431c35c2` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/scratch/h07_mutacao.py` | 10074 | `sha256:1eeeb046040024026c4b1fe21f8e17e636db0f01669eb237d1b0f50102aa444d` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T015741Z/scratch/runner.py` | 5299 | `sha256:abcd4be41bf081e4b43dbe8e6bdf0a4c9032bd4a05239640ba4343cf63ba2364` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/COMANDOS.jsonl` | 8492 | `sha256:7517394af02283e9758a1c08dbaa9413f28616c02b098f05cb914f27eaf2546d` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/00-baseline-git.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/00-baseline-git.txt` | 988 | `sha256:d8e8b898b16d8c77d60ee5a83ffba7994f2a4dc1fc4981788462455a89f484a0` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/00-fetch.stderr.txt` | 142 | `sha256:d7f8f4761a32f6a9f6b24a479e786ca9cb3ec5e234845e1f06b4bf410c17131f` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/00-fetch.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/01-ambiente.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/01-ambiente.txt` | 4690 | `sha256:493b8aab452bc7450e455d9c636ef9b1373989a331c00ebb03b7106fa7221b11` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/02-arquivos-relevantes.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/02-arquivos-relevantes.txt` | 7955 | `sha256:712313de7a7a1c3bc6d942b9eb75fe04c8a0deec43aa31d639861331d030cc49` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/03-pytest-completo.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/03-pytest-completo.txt` | 51952 | `sha256:52cfc9382d7fef75610343b265fd2947a0ac0bb5e130a2fdc8418e2491478d70` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/04-pytest-contracts.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/04-pytest-contracts.txt` | 1047 | `sha256:594e185421befe607aa08c72c0a1c499dc1e10046d3679f43f55a51eb6d6ca05` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/05-pytest-mutation.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/05-pytest-mutation.txt` | 1832 | `sha256:3ff8a77c9e50f16c0f28710ac1e6b621d1c58958cef672d4839aebfbe441818d` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/06-subprocess-scan.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/06-subprocess-scan.txt` | 2897 | `sha256:695813415d3d27585eddc26b62c528a28bea06121c7bbd2de341fc2665d1572a` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/07-stage-modules.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/07-stage-modules.txt` | 1079 | `sha256:2e9816867952657e29495ffee35559ac065d2efa379935941bd163023cbd8d9e` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/08-portabilidade.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/08-portabilidade.txt` | 6442 | `sha256:a4c2905f0172e50e9a0f24a00283a32e8afbb93dce55f312c6909d4ece009b62` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/09-verificador-readonly.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/09-verificador-readonly.txt` | 2905 | `sha256:5e1a581399171a2106d24e6591c09c04ab301feb9256cb72309a06f1dabd8ce3` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/10-corte-duplo.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/10-corte-duplo.txt` | 1846 | `sha256:7d52dee748efd9701dcde1f62d8ac4d7a4a52a71b4744f68ff99e8e812521062` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/11-dashboard-superficie.stderr.txt` | 0 | `sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/11-dashboard-superficie.txt` | 4009 | `sha256:5ba19d21e468868f0228d49af011f35384fb07db77f77b061bd3615435661504` |
| `resultados/GPT/T0-auditoria-independente/audit_t0_20260727T021704Z/evidencias/12-ci-e-branches.stderr.txt` | 91 | `sha256:7d42a6659cbb7b60fba01baeb9f59c80acd558303224f2ac209d298037da142f` |
